Event	ID	Name			Wwise Object Path	Notes
	278617630	Play_Ambience			\Default Work Unit\SFX\Ambience\Play_Ambience	
	708294615	Alien_Artifact			\Default Work Unit\SFX\Alien_Artifact	
	1201273840	Audio_Log_3			\Default Work Unit\Dialogue\Audio Logs\Audio_Log_3	
	1201273841	Audio_Log_2			\Default Work Unit\Dialogue\Audio Logs\Audio_Log_2	
	1201273842	Audio_Log_1			\Default Work Unit\Dialogue\Audio Logs\Audio_Log_1	
	1201273845	Audio_Log_6			\Default Work Unit\Dialogue\Audio Logs\Audio_Log_6	
	1201273846	Audio_Log_5			\Default Work Unit\Dialogue\Audio Logs\Audio_Log_5	
	1201273847	Audio_Log_4			\Default Work Unit\Dialogue\Audio Logs\Audio_Log_4	
	1432588725	Select			\Default Work Unit\SFX\UI\Select	
	1559875400	Back			\Default Work Unit\SFX\UI\Back	
	2477713992	Stop_Ambience			\Default Work Unit\Stop Commands\Stop_Ambience	
	2932040671	Play_Music			\Default Work Unit\Play_Music	
	3092587493	Pause			\Default Work Unit\SFX\UI\Pause	
	3109796241	Play_Xeno_Ambience			\Default Work Unit\Dialogue\Play_Xeno_Ambience	
	3336051688	Play_Xeno_Monologue			\Default Work Unit\Dialogue\Play_Xeno_Monologue	
	4218701743	Stop_Infected_Audio			\Default Work Unit\Stop Commands\Stop_Infected_Audio	

Switch Group	ID	Name			Wwise Object Path	Notes
	3238956108	Player_Location			\Default Work Unit\Player_Location	

Switch	ID	Name	Switch Group			Notes
	133642231	General	Player_Location			
	2068062714	Bridge	Player_Location			
	2198133169	Hallway	Player_Location			
	2646389459	Medbay	Player_Location			
	2979494847	Escape_Pod_Hatch	Player_Location			
	2981836174	Warehouse	Player_Location			
	3057088135	Ship_Hull	Player_Location			
	3489426920	Safe_Room	Player_Location			

State Group	ID	Name			Wwise Object Path	Notes
	3826569560	Music_State			\Default Work Unit\Music_State	
	4071102763	Music_Segments			\Default Work Unit\Music_Segments	

State	ID	Name	State Group			Notes
	89505537	Gameplay	Music_State			
	748895195	None	Music_State			
	2005704188	Main_Menu	Music_State			
	2201105581	Credits	Music_State			
	748895195	None	Music_Segments			
	779278001	Death	Music_Segments			
	1281810935	Start	Music_Segments			
	2005704188	Main_Menu	Music_Segments			
	2201105581	Credits	Music_Segments			
	2983809730	Upgrade_4	Music_Segments			
	2983809732	Upgrade_2	Music_Segments			
	2983809733	Upgrade_3	Music_Segments			
	2983809735	Upgrade_1	Music_Segments			
	4229539972	Escaped	Music_Segments			

Game Parameter	ID	Name			Wwise Object Path	Notes
	3505704881	Health_Bar			\Default Work Unit\UI\Health_Bar	
	3691056935	Noise_Meter			\Default Work Unit\UI\Noise_Meter	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	131762784	Victory_Stinger_Ending_5_M49-53	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Victory_Stinger_Ending_5_M49-53_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Victory\Normal Ending\Victory_Stinger_Ending_5_M49-53		1411264
	135272103	Noise_Meter_Layer_1_1_M1-5	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Noise_Meter_Layer_1_1_M1-5_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Base Music\Noise Meter Base\Noise_Meter_Layer_1_1_M1-5		1411264
	143207839	Progression_4_1_M1-49	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Progression_4_1_M1-49_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Story Progression 4\Time Attack\Progression_4_1_M1-49		16934464
	153984511	Noise_Meter_Layer_2_1_M1-5	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Noise_Meter_Layer_2_1_M1-5_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Base Music\Noise Meter Base\Noise_Meter_Layer_2_1_M1-5		1411264
	154343532	Base_Layer_2_M1-49	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Base_Layer_2_M1-49_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Base Music\Noise Meter Base\Base_Layer_2_M1-49		16934464
	158052674	XENO-ENCEPHALON_MONOLOGUE_8	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\Voices\English(US)\XENO-ENCEPHALON_MONOLOGUE_8_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Xeno-Encephalon\Xeno-encephalon Monologues\XENO-ENCEPHALON_MONOLOGUE_8		1152192
	182519293	sfx_objects_alien_artifact	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\sfx_objects_alien_artifact_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Objects\Alien Artifact Pick Up\sfx_objects_alien_artifact		2083344
	209311016	XENO-ENCEPHALON_MONOLOGUE_4	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\Voices\English(US)\XENO-ENCEPHALON_MONOLOGUE_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Xeno-Encephalon\Xeno-encephalon Monologues\XENO-ENCEPHALON_MONOLOGUE_4		1584192
	245107331	CAPTAIN_WALKER_AUDIO_LOG_2	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\Voices\English(US)\CAPTAIN_WALKER_AUDIO_LOG_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Audio Logs\Audio Log Sequence 2\CAPTAIN_WALKER_AUDIO_LOG_2		3168192
	264026108	XENO-ENCEPHALON_MONOLOGUE_11	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\Voices\English(US)\XENO-ENCEPHALON_MONOLOGUE_11_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Xeno-Encephalon\Xeno-encephalon Monologues\XENO-ENCEPHALON_MONOLOGUE_11		816192
	277084804	Victory_Stinger_Ending_4_M49-53	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Victory_Stinger_Ending_4_M49-53_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Victory\Normal Ending\Victory_Stinger_Ending_4_M49-53		1411264
	304362184	CAPTAIN_WALKER_AUDIO_LOG_5	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\Voices\English(US)\CAPTAIN_WALKER_AUDIO_LOG_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Audio Logs\Audio Log Sequence 5\CAPTAIN_WALKER_AUDIO_LOG_5		3744192
	343590361	Death_Stinger_Ending_Prog_4_2_M61-65	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Death_Stinger_Ending_Prog_4_2_M61-65_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Death\Player Death\Death_Stinger_Ending_Prog_4_2_M61-65		1411264
	352765779	Base_Layer_4_M1-49	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Base_Layer_4_M1-49_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Base Music\Noise Meter Base\Base_Layer_4_M1-49		16934464
	361788286	Progression_2_1_M1-49	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Progression_2_1_M1-49_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Story Progression 2\Upgrade 2\Progression_2_1_M1-49		16934464
	378239919	XENO-ENCEPHALON_MONOLOGUE_15	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\Voices\English(US)\XENO-ENCEPHALON_MONOLOGUE_15_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Xeno-Encephalon\Xeno-encephalon Monologues\XENO-ENCEPHALON_MONOLOGUE_15		864192
	386364663	Death_Stinger_Ending_Base_4_M61-65	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Death_Stinger_Ending_Base_4_M61-65_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Death\Player Death\Death_Stinger_Ending_Base_4_M61-65		1411264
	419453379	sfx_ambience_med_bay	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\sfx_ambience_med_bay_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Ambience\Ambience Switch\Medbay Ambience Loop\sfx_ambience_med_bay		7296144
	477173057	Death_Stinger_Ending_Base_2_M61-65	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Death_Stinger_Ending_Base_2_M61-65_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Death\Player Death\Death_Stinger_Ending_Base_2_M61-65		1411264
	480705699	Progression_2_2_M1-49	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Progression_2_2_M1-49_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Story Progression 2\Upgrade 2\Progression_2_2_M1-49		16934464
	486323830	XENO-ENCEPHALON_MONOLOGUE_2	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\Voices\English(US)\XENO-ENCEPHALON_MONOLOGUE_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Xeno-Encephalon\Xeno-encephalon Monologues\XENO-ENCEPHALON_MONOLOGUE_2		1128192
	512919423	XENO-ENCEPHALON_MONOLOGUE_16	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\Voices\English(US)\XENO-ENCEPHALON_MONOLOGUE_16_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Xeno-Encephalon\XENO-ENCEPHALON_MONOLOGUE_16		7008240
	544080710	Progression_1_1_M1-49	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Progression_1_1_M1-49_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Story Progression 1\Upgrade 1\Progression_1_1_M1-49		16934464
	552029135	sfx_objects_audio_log_activation	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\sfx_objects_audio_log_activation_E659F634.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Audio Logs\Audio Log Sequence 4\Audio Log Activation\sfx_objects_audio_log_activation		768144
	552505700	Death_Stinger_Ending_Base_1_M61-65	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Death_Stinger_Ending_Base_1_M61-65_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Death\Player Death\Death_Stinger_Ending_Base_1_M61-65		1411264
	554863416	Victory_Stinger_Ending_8_M49-53	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Victory_Stinger_Ending_8_M49-53_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Victory\Normal Ending\Victory_Stinger_Ending_8_M49-53		1411264
	575244914	sfx_ambience_warehouse	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\sfx_ambience_warehouse_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Ambience\Ambience Switch\Warehouse Ambience Loop\sfx_ambience_warehouse		7080144
	582800018	CAPTAIN_WALKER_AUDIO_LOG_3	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\Voices\English(US)\CAPTAIN_WALKER_AUDIO_LOG_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Audio Logs\Audio Log Sequence 3\CAPTAIN_WALKER_AUDIO_LOG_3		2976192
	615095720	sfx_ambience_boss	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\sfx_ambience_boss_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Ambience\Ambience Switch\Boss Ambience Loop\sfx_ambience_boss		11520144
	615733923	Progression_4_2_M1-49	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Progression_4_2_M1-49_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Story Progression 4\Time Attack\Progression_4_2_M1-49		16934464
	627347666	Death_Stinger_Ending_Prog_2_2_M61-65	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Death_Stinger_Ending_Prog_2_2_M61-65_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Death\Player Death\Death_Stinger_Ending_Prog_2_2_M61-65		1411264
	648292605	Pause	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\ui_pause_C0042753.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\UI\Pause\Pause		275812
	654053244	Victory_Stinger_Ending_6_M49-53	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Victory_Stinger_Ending_6_M49-53_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Victory\Normal Ending\Victory_Stinger_Ending_6_M49-53		1411264
	667688247	XENO-ENCEPHALON_MONOLOGUE_6	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\Voices\English(US)\XENO-ENCEPHALON_MONOLOGUE_6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Xeno-Encephalon\Xeno-encephalon Monologues\XENO-ENCEPHALON_MONOLOGUE_6		768192
	669252164	CAPTAIN_WALKER_AUDIO_LOG_1	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\Voices\English(US)\CAPTAIN_WALKER_AUDIO_LOG_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Audio Logs\Audio Log Sequence 1\CAPTAIN_WALKER_AUDIO_LOG_1		3360192
	677252750	XENO-ENCEPHALON_MONOLOGUE_13	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\Voices\English(US)\XENO-ENCEPHALON_MONOLOGUE_13_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Xeno-Encephalon\Xeno-encephalon Monologues\XENO-ENCEPHALON_MONOLOGUE_13		1488240
	701323549	XENO-ENCEPHALON_MONOLOGUE_7	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\Voices\English(US)\XENO-ENCEPHALON_MONOLOGUE_7_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Xeno-Encephalon\Xeno-encephalon Monologues\XENO-ENCEPHALON_MONOLOGUE_7		576192
	708733859	Base_Layer_3_M1-49	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Base_Layer_3_M1-49_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Base Music\Noise Meter Base\Base_Layer_3_M1-49		16934464
	712310994	Death_Stinger_Ending_Prog_1_1_M61-65	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Death_Stinger_Ending_Prog_1_1_M61-65_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Death\Player Death\Death_Stinger_Ending_Prog_1_1_M61-65		1411264
	723447735	XENO-ENCEPHALON_MONOLOGUE_12	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\Voices\English(US)\XENO-ENCEPHALON_MONOLOGUE_12_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Xeno-Encephalon\Xeno-encephalon Monologues\XENO-ENCEPHALON_MONOLOGUE_12		768192
	732557398	XENO-ENCEPHALON_MONOLOGUE_3	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\Voices\English(US)\XENO-ENCEPHALON_MONOLOGUE_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game SFX\Dialogue\Xeno-Encephalon\Xeno-encephalon Monologues\XENO-ENCEPHALON_MONOLOGUE_3		960240
	732893337	Progression_3_1_M1-49	Y:\Documents\GitHub\MetroidvaniaHorrorGame\Metroidvania Horror Unity Project Settings\Assets\StreamingAssets\Audio\Metroidvania Horror Game\.cache\Windows\SFX\Progression_3_1_M1-49_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Silent_Space_Music\Story Progression 3\Upgrade 3\Progression_3_1_M1-49		16934464
